A1,"

工作記錄
查核點編號： A1 智能合約開發
記錄時間： 113年2月

工作流程與步驟：
1. 設計EIP-1056智能合約介面
    - 研究並理解EIP-1056的要求和標準。
    - 撰寫智能合約的初步設計草稿，確保符合EIP-1056的規範。
    - 進行內部設計審查，確認設計符合所有需求。
2. 支援secp256r1橢圓曲線簽章驗證
    - 確定在智能合約中支持secp256r1橢圓曲線簽章驗證的方法。
    - 實作secp256r1簽章驗證模塊。
    - 測試secp256r1簽章驗證模塊，確保驗證功能正常工作。
3. 智能合約程式接口完成度文件化
    - 撰寫文件描述已完成的12項智能合約接口。
    - 生成程式接口描述檔包含各項功能的使用方法。
    - 審核文件以確保準確性與完整性。

","

工作記錄
查核點編號： A1 智能合約開發
記錄時間： 113年7月

工作流程與步驟：
1. 測試並報告EIP-1056智能合約接口
    - 使用公開資料集隨機挑選十份資料進行測試。
    - 針對secp256r1簽章驗證進行詳細測試。
    - 項目測試結果記錄並生成通過與否報告。
2. 部署智能合約至區塊鏈
    - 準備部署環境，確保智能合約可順利部署。
    - 將已開發完成的智能合約部署至區塊鏈。
    - 紀錄並提供區塊鏈瀏覽器連結，供後續檢視與驗證部署情況。
3. 測試報告與文檔完成
    - 整理所有測試數據與結果，撰寫測試報告。
    - 確保測試報告詳盡記錄每一次測試的過程與結果。
    - 最後確保所有的文件與報告均已齊備與準確，準備進行終審。"
A1,"工作記錄
查核點編號： A1 智能合約開發
記錄時間： 113年2月

工作流程與步驟：
1. 設計與定義智能合約介面
    - 依據EIP-1056規範，設計12項智能合約程式介面
    - 確認每個介面功能符合標準要求
    - 撰寫介面文件，供開發團隊參考
2. 資料準備與簽章測試
    - 使用公開資料集，隨機挑選十份資料
    - 進行secp256r1橢圓區線加密簽章測試
    - 紀錄各項測試結果，準備測試報告
3. 部署計劃擬定
    - 規劃智能合約部署至區塊鏈之步驟
    - 確認所需工具與環境配置
    - 撰寫部署計劃文件，供團隊成員依循

","

工作記錄
查核點編號： A1 智能合約開發
記錄時間： 113年3月

工作流程與步驟：
1. 開發與程式撰寫
    - 撰寫符合EIP-1056規範之智能合約程式碼
    - 進行單元測試，確保功能正確性
    - 統合測試以驗證不同介面之間的互操作性
2. 測試與驗證
    - 再次使用公開資料集進行secp256r1簽章驗證
    - 撰寫詳細測試報告，紀錄各項測試通過與否
    - 修正任何測試中發現的程式錯誤
3. 合約部署與驗證
    - 將已完成之智能合約部署至區塊鏈上
    - 確認部署成功，生成區塊鏈瀏覽器連結
    - 撰寫部署報告，總結工作成果並提供鏈接"
A1,"
工作記錄
查核點編號： A1 智能合約開發
記錄時間： 113年2-7月

工作流程與步驟：
1. 智能合約介面設計
    - 依據EIP-1056標準設計12項智能合約程式介面。
	- 檢視EIP-1056文件，確保所有需求已包括在設計中。
	- 初步撰寫智能合約的合約方法和結構，進行內部審核。
2. 橢圓區線加密支援
    - 研究並實作secp256r1橢圓區線加密技術於智能合約中。
	- 擬定隨機挑選10份公開資料集進行簽章驗證。
	- 撰寫相關測試腳本，準備進行10份資料集的簽章驗證測試。
3. 智能合約草稿完成
    - 撰寫完整的智能合約草稿包括接口定義。
	- 根據內部審核意見修正合約草稿。
	- 開始進行功能性測試，確保核心功能運作正常。

","

工作記錄
查核點編號： A1 智能合約開發
記錄時間： 113年2-7月

工作流程與步驟：
1. 簽章驗證測試
    - 使用10份公開資料集進行secp256r1簽章驗證測試。
	- 詳細記錄每份資料的測試結果，包括通過與否。
	- 匯總測試報告，共計一式，並內部審閱修訂。
2. 智能合約部署
    - 確認所有測試通過後，準備部署合約至區塊鏈上。
	- 使用區塊鏈部署工具，將智能合約部署到主網。
	- 確認部署成功，生成區塊鏈瀏覽器連結以供參考。
3. 最終檢討與報告
    - 收集並整理所有階段的工作資料與測試報告。
	- 進行最終檢討會議，確保所有工作完成並符合項目要求。
	- 撰寫最終報告，附上區塊鏈瀏覽器連結及測試通過報告。

"
A2,"
工作記錄
查核點編號： A2 平台 API 設計
記錄時間： 113年2-7月

工作流程與步驟：
1. 設計API端點
    - 定義資源，如聲明文件內容、簽名服務和驗證功能
    - 確定適合的請求方法，例如GET、POST
    - 規劃回應資料格式，使用JSON或XML
2. 安全機制規劃
    - 避免重入攻擊，設計時添加防重入機制
    - 評估效能影響，確保系統運行平穩
    - 實作機制，如Nonce或Token
3. 文件撰寫
    - 製作API規格文件，包含各端點的詳細說明
    - 說明請求及回應的格式範例，以供參考
    - 向團隊發布規格文件，徵求意見並修訂

","
工作記錄
查核點編號： A2 平台 API 設計
記錄時間： 113年2-7月

工作流程與步驟：
1. API端點實作
    - 實作語言選擇，考量適應性及效能
    - 編寫初步代碼實現 addSigner、verifyClaim 和 query 功能
    - 進行單元測試，確保各端點功能正確
2. 安全機制測試
    - 實施安全機制，並進行壓力測試
    - 檢查系統在高負載情況下的穩定性
    - 修正潛在的安全漏洞和效能瓶頸
3. 技術審查
    - 定期進行代碼審查，確保代碼質量和安全性
    - 整合損壞修復意見，並進行回歸測試
    - 最終確認並鎖定設計及實作方案，準備部署"
A2,"工作記錄
查核點編號： A2 平台 API 設計
記錄時間： 113年2月

工作流程與步驟：
1. 設計API的端點（Endpoints）
    - 確認所有API的資源以及其端點。
    - 定義每個端點的請求方法（例如GET, POST, PUT, DELETE)。
    - 制訂回應資料格式，包括JSON或XML。
2. 規劃安全機制
    - 研究避免重入攻擊的方法。
    - 檢視現有的安全模組並新增必要的安全措施。
    - 測試安全機制的效能，確保系統效能不受重大影響。
3. 準備文件
    - 完成API規格文件，涵蓋聲明文件內容定義。
    - 詳細列出addSigner及veriftyClaim功能的實作細節。
    - 說明query功能的端點設計及使用方法。

","

工作記錄
查核點編號： A2 平台 API 設計
記錄時間： 113年7月

工作流程與步驟：
1. 評估API設計
    - 檢查API端點設計是否滿足所有需求。
    - 檢查請求方法與回應資料格式的正確性。
    - 確保文件中所有功能均有完整說明。
2. 測試與優化
    - 對API進行單元測試以確認功能正常。
    - 測試安全機制的有效性，防止重入攻擊。
    - 根據測試結果對API進行優化，提高效能。
3. 最終確認與發佈
    - 進行最終確認，確保所有文件與功能均符合標準。
    - 準備發佈API給開發團隊，進一步測試。
    - 更新API規格文件，記錄所有變更與改進。"
A2,"
工作記錄
查核點編號： A2 平台 API 設計
記錄時間： 113年2-7月

工作流程與步驟：
1. API端點設計
    - 設計addSigner的端點，使用POST請求方法，回傳成功訊息
    - 設計veriftyClaim的端點，使用GET請求方法，回傳驗證結果
    - 設計query功能的端點，使用GET請求方法，回傳查詢結果
2. 資源和請求方法確定
    - 定義API資源結構，包含路徑和參數
    - 確認各端點請求方法的用途及限制
    - 設定各端點的回應資料格式，包括JSON和XML
3. 安全機制規劃
    - 設計避免重入攻擊的防護措施
    - 探討系統效能影響並優化API呼叫的效率
    - 確保用戶資料安全，定義存取控制與權限管理機制
","
工作記錄
查核點編號： A2 平台 API 設計
記錄時間： 113年2-7月

工作流程與步驟：
1. API端點設計審查
    - 審核addSigner、veriftyClaim及query端點的設計
    - 確認各端點的請求方法和回應格式是否符合需求
    - 測試各端點的請求與回應，確保功能正常運作
2. 安全機制審查與改進
    - 審查避免重入攻擊的防護措施是否有效
    - 測試系統效能，優化API的效能表現
    - 確認資料安全性，檢查存取控制與權限管理
3. 最終文件整理與報告
    - 收集各API設計過程中的文件，確保完整性
    - 整理API規格文件，包含聲明文件內容
    - 提交完整報告，包含安全機制與效能測試結果"
A3,"工作記錄
查核點編號： A3 平台 API 開發
記錄時間： 113年2-7月

工作流程與步驟：
1. API 設計
    - 根據需求分析並設計API的呼叫方式、請求資料、回應資料及使用範例
    - 撰寫API使用說明文件並準備兩張截圖：OpenAPI 3.0 文件及API說明網站
    - 討論並確認數據模型和安全控制方案
2. 業務邏輯開發
    - 根據設計撰寫業務邏輯的實現代碼
    - 校驗數據模型的準確性和完整性
    - 確保所有安全控制機制均已實現
3. 初步功能測試
    - 使用API測試工具進行初步功能測試
    - 測試範圍包括API的呼叫方式、請求資料與回應資料的一致性
    - 修正測試中發現的功能性問題和邏輯錯誤

","

工作記錄
查核點編號： A3 平台 API 開發
記錄時間： 113年2-7月

工作流程與步驟：
1. 測試與驗證
    - 深入測試各項API功能，檢查邏輯正確性及數據返回的準確性
    - 使用各項測試工具持續進行功能測試，特別關注錯誤處理和邊界條件
    - 確保API符合最初設計的安全控制要求及業務邏輯需求
2. 審查與優化
    - 分析測試結果並進行總結，將發現的問題進行修正與優化
    - 重點檢查API設計文件及使用說明，確保其準確性和完整性
    - 邀請同事或第三方進行審查，針對潛在問題提供改進建議
3. 用戶文檔與培訓
    - 編寫與更新API使用說明文件，確保其包含所有最新的功能和範例
    - 製作API使用指南與培訓材料，幫助用戶理解和高效使用API
    - 舉辦培訓會議或工作坊，指導團隊成員及用戶正確操作API"
A3,"工作記錄
查核點編號： A3 平台 API 開發
記錄時間： 113年2-7月

工作流程與步驟：
1. 設計階段
    - 根據API設計，確認需求並撰寫API使用說明文件，包括呼叫方式、請求資料、回應資料及使用範例。
    - 準備 openapi 3.0 文件的截圖及API說明網站的截圖，確保文件完整性。
    - 設計數據模型及安全控制措施，確保數據完整性和系統安全性。
2. 開發階段
    - 根據設計文檔，進行業務邏輯的實現，具體包括API的各項功能模塊開發。
    - 構建數據模型，將數據庫結構與API端點有效連接。
    - 實施安全控制，保證API的訪問權限管控有效。
3. 測試及驗證階段
    - 使用各項API功能測試工具，測試API端點的功能及性能。
    - 收集測試數據，根據測試結果進行功能調整與優化。
    - 確認所有API的功能、數據以及安全控制均達到預期標準，準備進行內部審核。

","

工作記錄
查核點編號： A3 平台 API 開發
記錄時間： 113年2-7月

工作流程與步驟：
1. 內部審核階段
    - 整理所有開發文檔，確保API使用說明文件和技術文檔的準確性和完整性。
    - 將開發過程中所遇到的問題和解決方案進行詳細記錄，準備內部審核報告。
    - 配合相關部門進行內部審核工作，確保API開發符合公司內部標準及行業規範。
2. 上線準備階段
    - 根據內部審核意見，進行最終修正與調整，完成最終版本的API。
    - 安排API的發布計劃，通知相關用戶並準備上線預案。
    - 執行最後一輪全功能測試，確保API在實際運行環境中的穩定性和可靠性。
3. 反饋與完善階段
    - 監控API使用情況，收集用戶反饋，及時解決使用中遇到的問題。
    - 根據反饋數據，進一步優化API的功能和性能，提升用戶體驗。
    - 保存所有反饋和優化記錄，為未來的開發和改進提供資料參考。"
A3,"
工作記錄
查核點編號： A3 平台 API 開發
記錄時間： 113年2-7月

工作流程與步驟：
1. API設計
    - 制定 API 使用說明文件，包括呼叫方式、請求資料、回應資料及使用範例。
    - 撰寫 OpenAPI 3.0 文件，提供詳細的 API 規範。
    - 擷取兩張截圖，展示 OpenAPI 3.0 文件及 API 說明網站。

2. 功能開發
    - 根據 API 設計文件進行功能開發，實施具體的業務邏輯。
    - 建立數據模型，確保數據的有效性和一致性。
    - 投入安全控制機制，確保 API 的安全性。

3. 測試與驗證
    - 使用各項 API 之功能測試工具進行 API 測試。
    - 驗證 API 回應數據是否正確，並進行必要的調整。
    - 撰寫測試報告，記錄測試過程及結果。

","
工作記錄
查核點編號： A3 平台 API 開發
記錄時間： 113年2-7月

工作流程與步驟：
1. 功能測試
    - 配置各項 API 之功能測試工具，準備測試環境。
    - 執行 API 測試案例，檢驗業務邏輯的正確性和完整性。
    - 整理測試結果，記錄遇到的問題和相應的解決方案。
  
2. 系統優化
    - 分析測試結果，進行系統優化和效能調整。
    - 修改和重構代碼，以提高 API 的性能和穩定性。
    - 定期進行安全性檢測，更新安全控制策略。

3. 文件審查
    - 審查並更新 API 使用說明文件，確保文檔的完整性和準確性。
    - 提供最新的 OpenAPI 3.0 文件，包含最新的API設計細節。
    - 完成最終的API文件截圖，確保文件符合標準。"
B1,"
工作記錄
查核點編號： B1 電路板設計
記錄時間： 113年2月

工作流程與步驟：
1. 電路板設計
    - 設計包含主要元件
    - 具備 USB 通訊介面
    - 確保設計文件完整且具可讀性
2. 安全通訊介面
    - 針對 USB 通訊介面進行安全性分析
    - 設計相應的安全保護機制
    - 確保資料傳輸過程中的數據完整性
3. 資訊安全設計觀念
    - 導入基本的資訊安全設計理念
    - 提供資訊安全培訓材料
    - 規劃資料保護方案

","
工作記錄
查核點編號： B1 電路板設計
記錄時間： 113年5月

工作流程與步驟：
1. 電路板設計
    - 完成主要元件的布局和連接
    - 優化 USB 通訊介面的設計
    - 綜合各種技術文件，完成設計文件一式
2. 安全通訊介面
    - 測試 USB 通訊介面的安全性防護功能
    - 實施先進的加密技術
    - 確保 USB 介面的防護措施達到標準
3. 資訊安全設計觀念
    - 實踐已制定的資訊安全設計規範
    - 檢討並強化現有的安全防護策略
    - 偵測並修復潛在的安全漏洞列表"
B1,"工作記錄
查核點編號： B1 電路板設計
記錄時間： 113年2-7月

工作流程與步驟：
1. 設計文件
    - 完成主要元件的初步設計。
    - 定義各功能模組的界面。
    - 確認設計符合 USB 通訊介面的標準。
2. 電路板設計
    - 開始布局電路板上各主要元件的位置。
    - 確認電路板上的路徑設計是否符合電氣安全要求。
    - 進行多次模擬以確保設計的穩定性和可靠性。
3. 安全通訊介面
    - 確認基本的安全機制設計。
    - 選擇適當的加密技術保障通訊安全。
    - 與團隊成員討論和驗證安全設計的可行性。

","

工作記錄
查核點編號： B1 電路板設計
記錄時間： 113年2-7月

工作流程與步驟：
1. 設計文件
    - 完成設計文件的細節填寫和補充。
    - 檢查設計文件是否全面覆蓋所有功能及安全要求。
    - 與用戶方討論並收集反饋意見。
2. 電路板設計
    - 進行電路板設計的迭代改進。
    - 測試與優化各元件的互操作性。
    - 確認在不同操作條件下電路板的穩定性。
3. 資訊安全設計觀念
    - 工程師進行資訊安全培訓，強化安全意識。
    - 系統化審查安全設計，確保無漏洞。
    - 撰寫資訊安全報告，記錄所有安全設計過程和措施。"
B1,"
工作記錄
查核點編號： B1 電路板設計
記錄時間： 113年2-7月

工作流程與步驟：
1. 設計文件準備
    - 設計主要元件及構造。
    - 規劃安全機制及檢查點。
    - 閱讀並理解關聯設計文獻。
2. 電路板設計初始階段
    - 繪製電路板初步設計圖。
    - 確認 USB 通訊介面位置及連接方法。
    - 配置電源供應系統及相關安全元件。
3. 融入資訊安全設計觀念
    - 研究現行資訊安全措施。
    - 在設計中加入資訊安全設計概念。
    - 模擬電路板遭受攻擊及防禦措施。

","
工作記錄
查核點編號： B1 電路板設計
記錄時間： 113年2-7月

工作流程與步驟：
1. 設計文件審核
    - 比對設計文件與初始設計圖。
    - 驗證電路板主要元件位置及功能。
    - 確認安全機制的適用性及有效性。
2. 電路板設計第二階段
    - 更新並優化電路板設計圖。
    - 進一步精確 USB 通訊介面的連接點。
    - 測試電源系統及安全元件的運作情況。
3. 資訊安全機制測試
    - 實施模擬攻擊測試資訊安全設計的防禦能力。
    - 進行多項安全通訊介面的測試。
    - 修正和強化資訊安全設計中的漏洞及不足。"
B2,"工作記錄
查核點編號： B2 外觀設計
記錄時間： 113年2-7月

工作流程與步驟：
1. 初步設計階段
    - 制作3D設計圖，包含外觀、功能和I/O說明
    - 撰寫外觀設計文件，詳細描述尺寸和其他設計規格
    - 確認關鍵結構件的造型設計，包括顏色和材質選擇
2. 設計評審階段
    - 與團隊進行設計評審，收集反饋
    - 根據反饋進行修正，確保操作介面布局符合使用者需求
    - 最終定稿，準備進入3D列印設計階段
3. 文件整理與確認
    - 完成機構設計文件，確保所有關鍵設計元件正確
    - 繪製完整的3D列印設計圖，並保存為設計檔案
    - 確認所有文件內容正確無誤，準備進行3D列印

","

工作記錄
查核點編號： B2 外觀設計
記錄時間： 113年2-7月

工作流程與步驟：
1. 3D列印階段
    - 依據最終設計圖進行3D列印，確保各部分精度
    - 實地測試3D列印樣品，確認設計符合要求
    - 根據測試結果進行微調，重複列印確保產品質量
2. 成品檢查階段
    - 確認成品的外觀、操作介面和結構件無缺陷
    - 拍攝成品樣品相片2張，供後續檢查與驗證使用
    - 與團隊進行最終檢查，確定所有設計和功能均達到標準
3. 文件記錄與提交
    - 將所有設計文檔和成品相片整理保存
    - 確認所有文檔，包括外觀設計、機構設計和3D列印設計圖完整無誤
    - 提交最終報告與樣品，供管理層審核批准"
B2,"工作記錄
查核點編號： B2 外觀設計
記錄時間： 113年2-7月

工作流程與步驟：
1. 外觀設計文件創建
    - 完成3D設計圖的初步草稿。
    - 記錄相關功能需求及I/O設計說明。
    - 確認產品尺寸，對比市場同類產品。
2. 機構設計文件準備
    - 進行關鍵結構件造型設計，確保符合產品功能需求。
    - 設計產品外觀顏色，考量市場美學需求。
    - 布局操作介面，確保易用性及方便性。
3. 3D 列印設計
    - 依據設計圖準備3D列印檔案。
    - 確認3D列印的材料和工藝要求。
    - 測試初步設計，優化列印效果。

","

工作記錄
查核點編號： B2 外觀設計
記錄時間： 113年2-7月

工作流程與步驟：
1. 外觀設計文件優化
    - 根據評審建議修改3D設計圖。
    - 確認功能及I/O設計符合實際需求。
    - 重新調整產品尺寸，確保符合設計規範。
2. 機構設計調整
    - 更新關鍵結構件造型，改善產品性能。
    - 調整產品顏色，增加市場競爭力。
    - 優化操作介面布局，提高用戶體驗。
3. 3D 列印測試與樣品製作
    - 修正設計圖後進行新一輪3D列印。
    - 確認列印品質，製作成品樣品。
    - 拍攝成品樣品相片2張，記錄具體細節。"
B2,"
工作記錄
查核點編號： B2 外觀設計
記錄時間： 113年2-7月

工作流程與步驟：
1. 外觀設計文件制作
    - 完成3D設計圖繪制
    - 詳細定義設計圖中的功能
    - 記錄 I/O 及產品尺寸說明
2. 機構設計文件準備
    - 確定關鍵結構件造型設計
    - 選取適合產品的顏色和材質
    - 設計友善的人機操作介面布局
3. 成品樣品拍攝
    - 3D列印設計完成
    - 進行成品樣品製作
    - 拍攝2張成品樣品相片
  
","
  
工作記錄
查核點編號： B2 外觀設計
記錄時間： 113年2-7月

工作流程與步驟：
1. 設計圖審核
    - 交叉檢查設計圖與之前的規格說明
    - 確認 3D 設計圖與功能描述一致
    - 確認 I/O 及尺寸說明的準確性
2. 機構設計文件評估
    - 評估關鍵結構件的實際應用效果
    - 確認顏色和材質的實用性
    - 評估操作介面布局的使用便利性
3. 結果審核與相片確認
    - 檢查所有 3D 列印設計圖的精度
    - 驗證成品樣品是否符合預期
    - 確認拍攝的2張樣品相片符合標準

"
